name	intensity-avg	volume
Left-Lateral-Ventricle	42.1255	4484.8
Left-Inf-Lat-Vent	56.9882	123.1
Left-Cerebellum-White-Matter	82.9985	14227.6
Left-Cerebellum-Cortex	65.721	47271.8
Left-Thalamus-Proper	89.21700000000001	7930.4
Left-Caudate	84.3742	3281.8
Left-Putamen	89.2017	4548.6
Left-Pallidum	95.8577	1790.5
3rd-Ventricle	55.8036	722.8
4th-Ventricle	39.1504	1547.1
Brain-Stem	82.4108	17325.0
Left-Hippocampus	73.6303	3413.3
Left-Amygdala	75.6791	1398.8
CSF	57.9147	730.6
Left-Accumbens-area	81.8017	396.5
Left-VentralDC	88.9964	4181.7
Left-vessel	64.3077	27.1
Left-choroid-plexus	52.4767	271.6
Right-Lateral-Ventricle	44.2151	3348.5
Right-Inf-Lat-Vent	55.3478	158.1
Right-Cerebellum-White-Matter	83.1415	13911.6
Right-Cerebellum-Cortex	66.2329	47322.7
Right-Thalamus-Proper	88.4688	7030.1
Right-Caudate	83.7521	3217.7
Right-Putamen	88.4083	4644.9
Right-Pallidum	94.6643	1866.2
Right-Hippocampus	73.0865	3573.1
Right-Amygdala	75.6179	1605.7
Right-Accumbens-area	81.6934	540.4
Right-VentralDC	88.4879	4066.3
Right-vessel	65.5	17.0
Right-choroid-plexus	58.3427	216.3
5th-Ventricle	0.0	0.0
WM-hypointensities	72.9449	470.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	80.4923	71.5
CC_Posterior	93.9084	768.6
CC_Mid_Posterior	93.4489	457.6
CC_Central	92.5775	558.3
CC_Mid_Anterior	90.8506	490.5
CC_Anterior	98.3084	761.2
