name	intensity-avg	volume
Left-Lateral-Ventricle	39.7479	8952.2
Left-Inf-Lat-Vent	57.0694	194.2
Left-Cerebellum-White-Matter	85.3702	18589.4
Left-Cerebellum-Cortex	74.85	57817.2
Left-Thalamus-Proper	91.9096	7870.2
Left-Caudate	81.8658	2993.2
Left-Putamen	88.3877	4042.6
Left-Pallidum	97.3445	2181.4
3rd-Ventricle	47.1181	1072.8
4th-Ventricle	43.247	1528.4
Brain-Stem	83.874	19232.2
Left-Hippocampus	75.1327	3733.0
Left-Amygdala	77.5723	1439.3
CSF	54.0108	1096.0
Left-Accumbens-area	81.7473	293.1
Left-VentralDC	91.3557	4041.4
Left-vessel	0.0	0.0
Left-choroid-plexus	49.4867	421.1
Right-Lateral-Ventricle	41.3335	7773.5
Right-Inf-Lat-Vent	48.2488	261.8
Right-Cerebellum-White-Matter	85.0755	15873.3
Right-Cerebellum-Cortex	72.484	59616.2
Right-Thalamus-Proper	90.5108	6843.3
Right-Caudate	79.98	3060.7
Right-Putamen	87.1681	4317.9
Right-Pallidum	95.7541	2171.6
Right-Hippocampus	73.7539	3833.7
Right-Amygdala	75.5663	1614.3
Right-Accumbens-area	81.3213	515.4
Right-VentralDC	90.945	4161.7
Right-vessel	65.8	12.8
Right-choroid-plexus	51.0223	415.7
5th-Ventricle	0.0	0.0
WM-hypointensities	71.1186	789.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	77.6981	52.5
CC_Posterior	95.1387	786.2
CC_Mid_Posterior	90.167	497.6
CC_Central	89.5642	687.1
CC_Mid_Anterior	87.2715	537.6
CC_Anterior	92.3171	618.4
