name	intensity-avg	volume
Left-Lateral-Ventricle	39.4194	7285.3
Left-Inf-Lat-Vent	49.1727	166.0
Left-Cerebellum-White-Matter	83.9445	13900.4
Left-Cerebellum-Cortex	68.4671	50690.8
Left-Thalamus-Proper	89.2106	7639.3
Left-Caudate	80.3359	3338.0
Left-Putamen	88.2154	4664.5
Left-Pallidum	96.1024	1759.2
3rd-Ventricle	42.1649	1211.0
4th-Ventricle	39.0615	1793.9
Brain-Stem	82.9034	17360.5
Left-Hippocampus	73.5852	3873.4
Left-Amygdala	75.509	1557.2
CSF	55.7992	997.0
Left-Accumbens-area	81.3743	383.0
Left-VentralDC	91.178	3941.3
Left-vessel	0.0	0.0
Left-choroid-plexus	53.5	565.8
Right-Lateral-Ventricle	38.8104	9167.6
Right-Inf-Lat-Vent	46.2483	178.9
Right-Cerebellum-White-Matter	84.2245	12392.4
Right-Cerebellum-Cortex	69.1052	51522.6
Right-Thalamus-Proper	89.0891	6596.4
Right-Caudate	80.0513	3478.3
Right-Putamen	88.9456	4832.6
Right-Pallidum	97.0415	1911.9
Right-Hippocampus	73.8321	3776.4
Right-Amygdala	76.0913	1575.5
Right-Accumbens-area	81.2878	458.6
Right-VentralDC	91.0145	3686.6
Right-vessel	0.0	0.0
Right-choroid-plexus	52.5859	615.7
5th-Ventricle	0.0	0.0
WM-hypointensities	68.8944	479.1
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	80.5	86.2
CC_Posterior	92.5912	998.7
CC_Mid_Posterior	91.6242	538.8
CC_Central	91.2787	712.8
CC_Mid_Anterior	90.5348	670.9
CC_Anterior	95.9365	893.5
