name	intensity-avg	volume
Left-Lateral-Ventricle	44.1888	4638.0
Left-Inf-Lat-Vent	61.0366	120.6
Left-Cerebellum-White-Matter	85.0734	16146.9
Left-Cerebellum-Cortex	73.8709	54701.5
Left-Thalamus-Proper	87.5357	8815.7
Left-Caudate	80.4618	3840.0
Left-Putamen	86.4239	5027.8
Left-Pallidum	92.8602	2025.6
3rd-Ventricle	53.8229	708.5
4th-Ventricle	41.1346	1732.6
Brain-Stem	81.6117	18454.0
Left-Hippocampus	75.1227	4573.1
Left-Amygdala	76.6336	1556.4
CSF	60.8384	1011.8
Left-Accumbens-area	79.5077	450.6
Left-VentralDC	88.2794	4229.1
Left-vessel	0.0	0.0
Left-choroid-plexus	56.7583	196.6
Right-Lateral-Ventricle	47.7888	3867.6
Right-Inf-Lat-Vent	54.93899999999999	258.3
Right-Cerebellum-White-Matter	83.0195	15164.7
Right-Cerebellum-Cortex	70.4595	58345.5
Right-Thalamus-Proper	87.1466	7672.6
Right-Caudate	79.7234	3686.2
Right-Putamen	85.7052	5187.6
Right-Pallidum	92.5468	2057.5
Right-Hippocampus	74.2922	4654.2
Right-Amygdala	75.8469	1608.4
Right-Accumbens-area	79.1312	603.9
Right-VentralDC	88.3673	4443.3
Right-vessel	62.1667	11.4
Right-choroid-plexus	61.585	311.7
5th-Ventricle	0.0	0.0
WM-hypointensities	75.9359	1283.4
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	84.9143	43.4
CC_Posterior	92.4158	858.7
CC_Mid_Posterior	89.0919	575.7
CC_Central	87.9463	665.0
CC_Mid_Anterior	88.2972	624.7
CC_Anterior	93.6444	1157.3
