name	intensity-avg	volume
Left-Lateral-Ventricle	42.6248	3419.9
Left-Inf-Lat-Vent	53.7547	212.7
Left-Cerebellum-White-Matter	86.5702	16528.7
Left-Cerebellum-Cortex	69.6305	60747.2
Left-Thalamus-Proper	92.4459	8034.5
Left-Caudate	83.1717	2498.0
Left-Putamen	89.0262	3572.0
Left-Pallidum	95.3927	1608.5
3rd-Ventricle	48.9648	833.3
4th-Ventricle	39.2357	2036.5
Brain-Stem	85.2723	18097.1
Left-Hippocampus	74.3083	4127.4
Left-Amygdala	75.8767	1540.0
CSF	58.5713	817.4
Left-Accumbens-area	83.5739	230.9
Left-VentralDC	92.4721	3832.3
Left-vessel	55.1522	60.9
Left-choroid-plexus	57.5075	182.3
Right-Lateral-Ventricle	44.6177	3356.9
Right-Inf-Lat-Vent	56.4923	97.0
Right-Cerebellum-White-Matter	86.973	14921.4
Right-Cerebellum-Cortex	70.4218	59259.1
Right-Thalamus-Proper	91.04700000000001	6857.4
Right-Caudate	81.8144	2670.6
Right-Putamen	88.3324	4159.0
Right-Pallidum	96.4592	1607.6
Right-Hippocampus	74.6041	4213.2
Right-Amygdala	74.1118	1648.0
Right-Accumbens-area	81.51	452.6
Right-VentralDC	91.814	3801.7
Right-vessel	0.0	0.0
Right-choroid-plexus	59.8754	299.6
5th-Ventricle	0.0	0.0
WM-hypointensities	71.8326	422.0
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	81.6699	120.7
CC_Posterior	94.449	736.9
CC_Mid_Posterior	92.0692	346.6
CC_Central	90.0582	702.2
CC_Mid_Anterior	88.6731	558.9
CC_Anterior	92.1957	753.6
