name	intensity-avg	volume
Left-Lateral-Ventricle	35.5267	16373.8
Left-Inf-Lat-Vent	42.3664	1384.4
Left-Cerebellum-White-Matter	86.6175	15406.2
Left-Cerebellum-Cortex	69.5359	50732.3
Left-Thalamus-Proper	92.2743	8027.6
Left-Caudate	80.5648	3443.0
Left-Putamen	86.6026	4524.6
Left-Pallidum	96.44200000000001	1977.0
3rd-Ventricle	38.9069	2084.0
4th-Ventricle	39.4378	1755.2
Brain-Stem	83.8885	20045.7
Left-Hippocampus	71.8196	4000.5
Left-Amygdala	73.7088	1482.1
CSF	56.0783	1446.3
Left-Accumbens-area	79.7609	298.4
Left-VentralDC	92.0624	4468.0
Left-vessel	64.0	3.2
Left-choroid-plexus	50.501000000000005	944.4
Right-Lateral-Ventricle	34.4883	23247.7
Right-Inf-Lat-Vent	45.618	867.1
Right-Cerebellum-White-Matter	85.5892	14775.3
Right-Cerebellum-Cortex	68.4713	50576.1
Right-Thalamus-Proper	92.133	7148.6
Right-Caudate	80.7255	3674.8
Right-Putamen	87.6376	4785.9
Right-Pallidum	97.1692	2028.1
Right-Hippocampus	73.9042	4075.6
Right-Amygdala	75.1028	1700.6
Right-Accumbens-area	82.5661	315.8
Right-VentralDC	92.0736	4355.2
Right-vessel	62.2667	30.6
Right-choroid-plexus	51.7152	745.2
5th-Ventricle	0.0	0.0
WM-hypointensities	67.8851	1992.5
Left-WM-hypointensities	0.0	0.0
Right-WM-hypointensities	0.0	0.0
non-WM-hypointensities	0.0	0.0
Left-non-WM-hypointensities	0.0	0.0
Right-non-WM-hypointensities	0.0	0.0
Optic-Chiasm	77.4769	68.4
CC_Posterior	90.962	856.2
CC_Mid_Posterior	88.3311	510.8
CC_Central	92.115	494.8
CC_Mid_Anterior	87.818	723.5
CC_Anterior	88.0663	929.9
